Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 3,AA14
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 4,AA141
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 3,AA21
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 4,AA211
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA31
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 3,AA32
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,BB
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 1,CC
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 3,CC15
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 4,CC151
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 3,CC21
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC211
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 4,CC212
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 3,CC31
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 4,CC311
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 3,CC32
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 4,CC321
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 3,CC41
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 4,CC411
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 3,CC51
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 4,CC511
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 3,CC52
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC521
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC522
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 4,CC523
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 3,CC53
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 4,CC531
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 3,CC61
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 4,CC611
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 3,CC71
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 4,CC711
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 3,CC72
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 4,CC721
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
2020,Level 3,CC81
